English,Braille
come sad slow world,⠉⠕⠍⠑ ⠎⠁⠙ ⠎⠇⠕⠺ ⠺⠕⠗⠇⠙
bright touch black take green red walk night,⠃⠗⠊⠛⠓⠞ ⠞⠕⠥⠉⠓ ⠃⠇⠁⠉⠅ ⠞⠁⠅⠑ ⠛⠗⠑⠑⠝ ⠗⠑⠙ ⠺⠁⠇⠅ ⠝⠊⠛⠓⠞
red run love green run happy feel love,⠗⠑⠙ ⠗⠥⠝ ⠇⠕⠧⠑ ⠛⠗⠑⠑⠝ ⠗⠥⠝ ⠓⠁⠏⠏⠽ ⠋⠑⠑⠇ ⠇⠕⠧⠑
happy green jump wish night,⠓⠁⠏⠏⠽ ⠛⠗⠑⠑⠝ ⠚⠥⠍⠏ ⠺⠊⠎⠓ ⠝⠊⠛⠓⠞
blue happy dream think read today stand,⠃⠇⠥⠑ ⠓⠁⠏⠏⠽ ⠙⠗⠑⠁⠍ ⠞⠓⠊⠝⠅ ⠗⠑⠁⠙ ⠞⠕⠙⠁⠽ ⠎⠞⠁⠝⠙
give slow see stand open good red,⠛⠊⠧⠑ ⠎⠇⠕⠺ ⠎⠑⠑ ⠎⠞⠁⠝⠙ ⠕⠏⠑⠝ ⠛⠕⠕⠙ ⠗⠑⠙
dark moon sun dark,⠙⠁⠗⠅ ⠍⠕⠕⠝ ⠎⠥⠝ ⠙⠁⠗⠅
black wish hate white,⠃⠇⠁⠉⠅ ⠺⠊⠎⠓ ⠓⠁⠞⠑ ⠺⠓⠊⠞⠑
how go slow love,⠓⠕⠺ ⠛⠕ ⠎⠇⠕⠺ ⠇⠕⠧⠑
dream love wish give close,⠙⠗⠑⠁⠍ ⠇⠕⠧⠑ ⠺⠊⠎⠓ ⠛⠊⠧⠑ ⠉⠇⠕⠎⠑
happy green red open hate dark,⠓⠁⠏⠏⠽ ⠛⠗⠑⠑⠝ ⠗⠑⠙ ⠕⠏⠑⠝ ⠓⠁⠞⠑ ⠙⠁⠗⠅
jump sun sun run,⠚⠥⠍⠏ ⠎⠥⠝ ⠎⠥⠝ ⠗⠥⠝
wish read bring read wish world today,⠺⠊⠎⠓ ⠗⠑⠁⠙ ⠃⠗⠊⠝⠛ ⠗⠑⠁⠙ ⠺⠊⠎⠓ ⠺⠕⠗⠇⠙ ⠞⠕⠙⠁⠽
wish laugh stand feel good moon slow hold,⠺⠊⠎⠓ ⠇⠁⠥⠛⠓ ⠎⠞⠁⠝⠙ ⠋⠑⠑⠇ ⠛⠕⠕⠙ ⠍⠕⠕⠝ ⠎⠇⠕⠺ ⠓⠕⠇⠙
moon love sun wish,⠍⠕⠕⠝ ⠇⠕⠧⠑ ⠎⠥⠝ ⠺⠊⠎⠓
dream wish night fast dream feel,⠙⠗⠑⠁⠍ ⠺⠊⠎⠓ ⠝⠊⠛⠓⠞ ⠋⠁⠎⠞ ⠙⠗⠑⠁⠍ ⠋⠑⠑⠇
go good dark happy love walk smile,⠛⠕ ⠛⠕⠕⠙ ⠙⠁⠗⠅ ⠓⠁⠏⠏⠽ ⠇⠕⠧⠑ ⠺⠁⠇⠅ ⠎⠍⠊⠇⠑
read sun open come write stay hate,⠗⠑⠁⠙ ⠎⠥⠝ ⠕⠏⠑⠝ ⠉⠕⠍⠑ ⠺⠗⠊⠞⠑ ⠎⠞⠁⠽ ⠓⠁⠞⠑
laugh sad touch slow feel read stay,⠇⠁⠥⠛⠓ ⠎⠁⠙ ⠞⠕⠥⠉⠓ ⠎⠇⠕⠺ ⠋⠑⠑⠇ ⠗⠑⠁⠙ ⠎⠞⠁⠽
give hold happy red,⠛⠊⠧⠑ ⠓⠕⠇⠙ ⠓⠁⠏⠏⠽ ⠗⠑⠙
morning run white jump sad good,⠍⠕⠗⠝⠊⠝⠛ ⠗⠥⠝ ⠺⠓⠊⠞⠑ ⠚⠥⠍⠏ ⠎⠁⠙ ⠛⠕⠕⠙
stand give blue good feel open,⠎⠞⠁⠝⠙ ⠛⠊⠧⠑ ⠃⠇⠥⠑ ⠛⠕⠕⠙ ⠋⠑⠑⠇ ⠕⠏⠑⠝
stay dark night hate give bright see,⠎⠞⠁⠽ ⠙⠁⠗⠅ ⠝⠊⠛⠓⠞ ⠓⠁⠞⠑ ⠛⠊⠧⠑ ⠃⠗⠊⠛⠓⠞ ⠎⠑⠑
today white red take,⠞⠕⠙⠁⠽ ⠺⠓⠊⠞⠑ ⠗⠑⠙ ⠞⠁⠅⠑
hate fast good laugh sad fast how you,⠓⠁⠞⠑ ⠋⠁⠎⠞ ⠛⠕⠕⠙ ⠇⠁⠥⠛⠓ ⠎⠁⠙ ⠋⠁⠎⠞ ⠓⠕⠺ ⠽⠕⠥
close wish smile wish,⠉⠇⠕⠎⠑ ⠺⠊⠎⠓ ⠎⠍⠊⠇⠑ ⠺⠊⠎⠓
sad you good close write touch,⠎⠁⠙ ⠽⠕⠥ ⠛⠕⠕⠙ ⠉⠇⠕⠎⠑ ⠺⠗⠊⠞⠑ ⠞⠕⠥⠉⠓
take black go hold yellow think love smile,⠞⠁⠅⠑ ⠃⠇⠁⠉⠅ ⠛⠕ ⠓⠕⠇⠙ ⠽⠑⠇⠇⠕⠺ ⠞⠓⠊⠝⠅ ⠇⠕⠧⠑ ⠎⠍⠊⠇⠑
world slow take think stay slow see,⠺⠕⠗⠇⠙ ⠎⠇⠕⠺ ⠞⠁⠅⠑ ⠞⠓⠊⠝⠅ ⠎⠞⠁⠽ ⠎⠇⠕⠺ ⠎⠑⠑
feel you feel green red,⠋⠑⠑⠇ ⠽⠕⠥ ⠋⠑⠑⠇ ⠛⠗⠑⠑⠝ ⠗⠑⠙
hello night how night yellow black,⠓⠑⠇⠇⠕ ⠝⠊⠛⠓⠞ ⠓⠕⠺ ⠝⠊⠛⠓⠞ ⠽⠑⠇⠇⠕⠺ ⠃⠇⠁⠉⠅
yellow hate think today,⠽⠑⠇⠇⠕⠺ ⠓⠁⠞⠑ ⠞⠓⠊⠝⠅ ⠞⠕⠙⠁⠽
bright you happy dream take sad how green,⠃⠗⠊⠛⠓⠞ ⠽⠕⠥ ⠓⠁⠏⠏⠽ ⠙⠗⠑⠁⠍ ⠞⠁⠅⠑ ⠎⠁⠙ ⠓⠕⠺ ⠛⠗⠑⠑⠝
bring stand dream stay,⠃⠗⠊⠝⠛ ⠎⠞⠁⠝⠙ ⠙⠗⠑⠁⠍ ⠎⠞⠁⠽
stay good dark blue think laugh walk blue,⠎⠞⠁⠽ ⠛⠕⠕⠙ ⠙⠁⠗⠅ ⠃⠇⠥⠑ ⠞⠓⠊⠝⠅ ⠇⠁⠥⠛⠓ ⠺⠁⠇⠅ ⠃⠇⠥⠑
happy fast dream hold,⠓⠁⠏⠏⠽ ⠋⠁⠎⠞ ⠙⠗⠑⠁⠍ ⠓⠕⠇⠙
see jump jump red jump world,⠎⠑⠑ ⠚⠥⠍⠏ ⠚⠥⠍⠏ ⠗⠑⠙ ⠚⠥⠍⠏ ⠺⠕⠗⠇⠙
fast touch red bright dream white,⠋⠁⠎⠞ ⠞⠕⠥⠉⠓ ⠗⠑⠙ ⠃⠗⠊⠛⠓⠞ ⠙⠗⠑⠁⠍ ⠺⠓⠊⠞⠑
stand walk morning feel hello think green bright,⠎⠞⠁⠝⠙ ⠺⠁⠇⠅ ⠍⠕⠗⠝⠊⠝⠛ ⠋⠑⠑⠇ ⠓⠑⠇⠇⠕ ⠞⠓⠊⠝⠅ ⠛⠗⠑⠑⠝ ⠃⠗⠊⠛⠓⠞
feel today sad morning write hello open,⠋⠑⠑⠇ ⠞⠕⠙⠁⠽ ⠎⠁⠙ ⠍⠕⠗⠝⠊⠝⠛ ⠺⠗⠊⠞⠑ ⠓⠑⠇⠇⠕ ⠕⠏⠑⠝
world think today send feel see good morning,⠺⠕⠗⠇⠙ ⠞⠓⠊⠝⠅ ⠞⠕⠙⠁⠽ ⠎⠑⠝⠙ ⠋⠑⠑⠇ ⠎⠑⠑ ⠛⠕⠕⠙ ⠍⠕⠗⠝⠊⠝⠛
run bring good moon wish go green take,⠗⠥⠝ ⠃⠗⠊⠝⠛ ⠛⠕⠕⠙ ⠍⠕⠕⠝ ⠺⠊⠎⠓ ⠛⠕ ⠛⠗⠑⠑⠝ ⠞⠁⠅⠑
happy night stay bright yellow feel night feel,⠓⠁⠏⠏⠽ ⠝⠊⠛⠓⠞ ⠎⠞⠁⠽ ⠃⠗⠊⠛⠓⠞ ⠽⠑⠇⠇⠕⠺ ⠋⠑⠑⠇ ⠝⠊⠛⠓⠞ ⠋⠑⠑⠇
fast slow moon you green wish bright,⠋⠁⠎⠞ ⠎⠇⠕⠺ ⠍⠕⠕⠝ ⠽⠕⠥ ⠛⠗⠑⠑⠝ ⠺⠊⠎⠓ ⠃⠗⠊⠛⠓⠞
walk take white jump stand sad,⠺⠁⠇⠅ ⠞⠁⠅⠑ ⠺⠓⠊⠞⠑ ⠚⠥⠍⠏ ⠎⠞⠁⠝⠙ ⠎⠁⠙
yellow white bring close hold happy send,⠽⠑⠇⠇⠕⠺ ⠺⠓⠊⠞⠑ ⠃⠗⠊⠝⠛ ⠉⠇⠕⠎⠑ ⠓⠕⠇⠙ ⠓⠁⠏⠏⠽ ⠎⠑⠝⠙
yellow yellow morning walk slow,⠽⠑⠇⠇⠕⠺ ⠽⠑⠇⠇⠕⠺ ⠍⠕⠗⠝⠊⠝⠛ ⠺⠁⠇⠅ ⠎⠇⠕⠺
hate love you moon slow see green run,⠓⠁⠞⠑ ⠇⠕⠧⠑ ⠽⠕⠥ ⠍⠕⠕⠝ ⠎⠇⠕⠺ ⠎⠑⠑ ⠛⠗⠑⠑⠝ ⠗⠥⠝
red fast world write white give walk,⠗⠑⠙ ⠋⠁⠎⠞ ⠺⠕⠗⠇⠙ ⠺⠗⠊⠞⠑ ⠺⠓⠊⠞⠑ ⠛⠊⠧⠑ ⠺⠁⠇⠅
wish feel feel give open touch come,⠺⠊⠎⠓ ⠋⠑⠑⠇ ⠋⠑⠑⠇ ⠛⠊⠧⠑ ⠕⠏⠑⠝ ⠞⠕⠥⠉⠓ ⠉⠕⠍⠑
night are go hello today,⠝⠊⠛⠓⠞ ⠁⠗⠑ ⠛⠕ ⠓⠑⠇⠇⠕ ⠞⠕⠙⠁⠽
sad close happy dark dark,⠎⠁⠙ ⠉⠇⠕⠎⠑ ⠓⠁⠏⠏⠽ ⠙⠁⠗⠅ ⠙⠁⠗⠅
moon bright take hold give touch world red,⠍⠕⠕⠝ ⠃⠗⠊⠛⠓⠞ ⠞⠁⠅⠑ ⠓⠕⠇⠙ ⠛⠊⠧⠑ ⠞⠕⠥⠉⠓ ⠺⠕⠗⠇⠙ ⠗⠑⠙
bring white write jump good,⠃⠗⠊⠝⠛ ⠺⠓⠊⠞⠑ ⠺⠗⠊⠞⠑ ⠚⠥⠍⠏ ⠛⠕⠕⠙
happy read close good good stay bright,⠓⠁⠏⠏⠽ ⠗⠑⠁⠙ ⠉⠇⠕⠎⠑ ⠛⠕⠕⠙ ⠛⠕⠕⠙ ⠎⠞⠁⠽ ⠃⠗⠊⠛⠓⠞
take good blue today,⠞⠁⠅⠑ ⠛⠕⠕⠙ ⠃⠇⠥⠑ ⠞⠕⠙⠁⠽
love think moon slow sun good world,⠇⠕⠧⠑ ⠞⠓⠊⠝⠅ ⠍⠕⠕⠝ ⠎⠇⠕⠺ ⠎⠥⠝ ⠛⠕⠕⠙ ⠺⠕⠗⠇⠙
night white yellow yellow,⠝⠊⠛⠓⠞ ⠺⠓⠊⠞⠑ ⠽⠑⠇⠇⠕⠺ ⠽⠑⠇⠇⠕⠺
are stand bright morning close hello blue,⠁⠗⠑ ⠎⠞⠁⠝⠙ ⠃⠗⠊⠛⠓⠞ ⠍⠕⠗⠝⠊⠝⠛ ⠉⠇⠕⠎⠑ ⠓⠑⠇⠇⠕ ⠃⠇⠥⠑
bright white dark bright,⠃⠗⠊⠛⠓⠞ ⠺⠓⠊⠞⠑ ⠙⠁⠗⠅ ⠃⠗⠊⠛⠓⠞
dream today blue take go are come happy,⠙⠗⠑⠁⠍ ⠞⠕⠙⠁⠽ ⠃⠇⠥⠑ ⠞⠁⠅⠑ ⠛⠕ ⠁⠗⠑ ⠉⠕⠍⠑ ⠓⠁⠏⠏⠽
hate white sad night moon hello,⠓⠁⠞⠑ ⠺⠓⠊⠞⠑ ⠎⠁⠙ ⠝⠊⠛⠓⠞ ⠍⠕⠕⠝ ⠓⠑⠇⠇⠕
dream bring stay green today laugh,⠙⠗⠑⠁⠍ ⠃⠗⠊⠝⠛ ⠎⠞⠁⠽ ⠛⠗⠑⠑⠝ ⠞⠕⠙⠁⠽ ⠇⠁⠥⠛⠓
smile sun jump send,⠎⠍⠊⠇⠑ ⠎⠥⠝ ⠚⠥⠍⠏ ⠎⠑⠝⠙
see dark walk go give,⠎⠑⠑ ⠙⠁⠗⠅ ⠺⠁⠇⠅ ⠛⠕ ⠛⠊⠧⠑
happy open give hold smile blue,⠓⠁⠏⠏⠽ ⠕⠏⠑⠝ ⠛⠊⠧⠑ ⠓⠕⠇⠙ ⠎⠍⠊⠇⠑ ⠃⠇⠥⠑
read blue sad hold open come yellow dream,⠗⠑⠁⠙ ⠃⠇⠥⠑ ⠎⠁⠙ ⠓⠕⠇⠙ ⠕⠏⠑⠝ ⠉⠕⠍⠑ ⠽⠑⠇⠇⠕⠺ ⠙⠗⠑⠁⠍
open sun read touch,⠕⠏⠑⠝ ⠎⠥⠝ ⠗⠑⠁⠙ ⠞⠕⠥⠉⠓
see send love go,⠎⠑⠑ ⠎⠑⠝⠙ ⠇⠕⠧⠑ ⠛⠕
moon touch go hold,⠍⠕⠕⠝ ⠞⠕⠥⠉⠓ ⠛⠕ ⠓⠕⠇⠙
black dark world bring think how sad morning,⠃⠇⠁⠉⠅ ⠙⠁⠗⠅ ⠺⠕⠗⠇⠙ ⠃⠗⠊⠝⠛ ⠞⠓⠊⠝⠅ ⠓⠕⠺ ⠎⠁⠙ ⠍⠕⠗⠝⠊⠝⠛
morning today are hello blue,⠍⠕⠗⠝⠊⠝⠛ ⠞⠕⠙⠁⠽ ⠁⠗⠑ ⠓⠑⠇⠇⠕ ⠃⠇⠥⠑
good bright you hold black send,⠛⠕⠕⠙ ⠃⠗⠊⠛⠓⠞ ⠽⠕⠥ ⠓⠕⠇⠙ ⠃⠇⠁⠉⠅ ⠎⠑⠝⠙
moon jump open fast,⠍⠕⠕⠝ ⠚⠥⠍⠏ ⠕⠏⠑⠝ ⠋⠁⠎⠞
good black walk laugh,⠛⠕⠕⠙ ⠃⠇⠁⠉⠅ ⠺⠁⠇⠅ ⠇⠁⠥⠛⠓
black yellow blue hello walk wish stand,⠃⠇⠁⠉⠅ ⠽⠑⠇⠇⠕⠺ ⠃⠇⠥⠑ ⠓⠑⠇⠇⠕ ⠺⠁⠇⠅ ⠺⠊⠎⠓ ⠎⠞⠁⠝⠙
take give read moon happy,⠞⠁⠅⠑ ⠛⠊⠧⠑ ⠗⠑⠁⠙ ⠍⠕⠕⠝ ⠓⠁⠏⠏⠽
how world green feel you white read good,⠓⠕⠺ ⠺⠕⠗⠇⠙ ⠛⠗⠑⠑⠝ ⠋⠑⠑⠇ ⠽⠕⠥ ⠺⠓⠊⠞⠑ ⠗⠑⠁⠙ ⠛⠕⠕⠙
laugh see white hold,⠇⠁⠥⠛⠓ ⠎⠑⠑ ⠺⠓⠊⠞⠑ ⠓⠕⠇⠙
come feel smile are black sun bright come,⠉⠕⠍⠑ ⠋⠑⠑⠇ ⠎⠍⠊⠇⠑ ⠁⠗⠑ ⠃⠇⠁⠉⠅ ⠎⠥⠝ ⠃⠗⠊⠛⠓⠞ ⠉⠕⠍⠑
think world wish how dark stay red,⠞⠓⠊⠝⠅ ⠺⠕⠗⠇⠙ ⠺⠊⠎⠓ ⠓⠕⠺ ⠙⠁⠗⠅ ⠎⠞⠁⠽ ⠗⠑⠙
smile yellow moon stand see love,⠎⠍⠊⠇⠑ ⠽⠑⠇⠇⠕⠺ ⠍⠕⠕⠝ ⠎⠞⠁⠝⠙ ⠎⠑⠑ ⠇⠕⠧⠑
you are dark write white,⠽⠕⠥ ⠁⠗⠑ ⠙⠁⠗⠅ ⠺⠗⠊⠞⠑ ⠺⠓⠊⠞⠑
feel love touch hold slow how go hate,⠋⠑⠑⠇ ⠇⠕⠧⠑ ⠞⠕⠥⠉⠓ ⠓⠕⠇⠙ ⠎⠇⠕⠺ ⠓⠕⠺ ⠛⠕ ⠓⠁⠞⠑
fast green bring white world go wish stay,⠋⠁⠎⠞ ⠛⠗⠑⠑⠝ ⠃⠗⠊⠝⠛ ⠺⠓⠊⠞⠑ ⠺⠕⠗⠇⠙ ⠛⠕ ⠺⠊⠎⠓ ⠎⠞⠁⠽
dream you smile black fast,⠙⠗⠑⠁⠍ ⠽⠕⠥ ⠎⠍⠊⠇⠑ ⠃⠇⠁⠉⠅ ⠋⠁⠎⠞
today moon dream stand black you read,⠞⠕⠙⠁⠽ ⠍⠕⠕⠝ ⠙⠗⠑⠁⠍ ⠎⠞⠁⠝⠙ ⠃⠇⠁⠉⠅ ⠽⠕⠥ ⠗⠑⠁⠙
love today how read send white love black,⠇⠕⠧⠑ ⠞⠕⠙⠁⠽ ⠓⠕⠺ ⠗⠑⠁⠙ ⠎⠑⠝⠙ ⠺⠓⠊⠞⠑ ⠇⠕⠧⠑ ⠃⠇⠁⠉⠅
green walk wish blue,⠛⠗⠑⠑⠝ ⠺⠁⠇⠅ ⠺⠊⠎⠓ ⠃⠇⠥⠑
run close night walk smile love bright,⠗⠥⠝ ⠉⠇⠕⠎⠑ ⠝⠊⠛⠓⠞ ⠺⠁⠇⠅ ⠎⠍⠊⠇⠑ ⠇⠕⠧⠑ ⠃⠗⠊⠛⠓⠞
sun sun moon hold hold morning,⠎⠥⠝ ⠎⠥⠝ ⠍⠕⠕⠝ ⠓⠕⠇⠙ ⠓⠕⠇⠙ ⠍⠕⠗⠝⠊⠝⠛
run sad hate send,⠗⠥⠝ ⠎⠁⠙ ⠓⠁⠞⠑ ⠎⠑⠝⠙
walk laugh fast white close,⠺⠁⠇⠅ ⠇⠁⠥⠛⠓ ⠋⠁⠎⠞ ⠺⠓⠊⠞⠑ ⠉⠇⠕⠎⠑
how sad come see hold,⠓⠕⠺ ⠎⠁⠙ ⠉⠕⠍⠑ ⠎⠑⠑ ⠓⠕⠇⠙
think open send hold dark world,⠞⠓⠊⠝⠅ ⠕⠏⠑⠝ ⠎⠑⠝⠙ ⠓⠕⠇⠙ ⠙⠁⠗⠅ ⠺⠕⠗⠇⠙
bright hate close hello think night wish,⠃⠗⠊⠛⠓⠞ ⠓⠁⠞⠑ ⠉⠇⠕⠎⠑ ⠓⠑⠇⠇⠕ ⠞⠓⠊⠝⠅ ⠝⠊⠛⠓⠞ ⠺⠊⠎⠓
go think feel take read,⠛⠕ ⠞⠓⠊⠝⠅ ⠋⠑⠑⠇ ⠞⠁⠅⠑ ⠗⠑⠁⠙
feel moon sun dream write,⠋⠑⠑⠇ ⠍⠕⠕⠝ ⠎⠥⠝ ⠙⠗⠑⠁⠍ ⠺⠗⠊⠞⠑
white jump walk moon red,⠺⠓⠊⠞⠑ ⠚⠥⠍⠏ ⠺⠁⠇⠅ ⠍⠕⠕⠝ ⠗⠑⠙
wish wish blue go,⠺⠊⠎⠓ ⠺⠊⠎⠓ ⠃⠇⠥⠑ ⠛⠕
world stand go today yellow bring hello,⠺⠕⠗⠇⠙ ⠎⠞⠁⠝⠙ ⠛⠕ ⠞⠕⠙⠁⠽ ⠽⠑⠇⠇⠕⠺ ⠃⠗⠊⠝⠛ ⠓⠑⠇⠇⠕
world hate go hate hello,⠺⠕⠗⠇⠙ ⠓⠁⠞⠑ ⠛⠕ ⠓⠁⠞⠑ ⠓⠑⠇⠇⠕
blue stand wish hello go,⠃⠇⠥⠑ ⠎⠞⠁⠝⠙ ⠺⠊⠎⠓ ⠓⠑⠇⠇⠕ ⠛⠕
close hello sad think,⠉⠇⠕⠎⠑ ⠓⠑⠇⠇⠕ ⠎⠁⠙ ⠞⠓⠊⠝⠅
slow morning world red write laugh,⠎⠇⠕⠺ ⠍⠕⠗⠝⠊⠝⠛ ⠺⠕⠗⠇⠙ ⠗⠑⠙ ⠺⠗⠊⠞⠑ ⠇⠁⠥⠛⠓
read night run stand sun dark,⠗⠑⠁⠙ ⠝⠊⠛⠓⠞ ⠗⠥⠝ ⠎⠞⠁⠝⠙ ⠎⠥⠝ ⠙⠁⠗⠅
send blue night yellow dream,⠎⠑⠝⠙ ⠃⠇⠥⠑ ⠝⠊⠛⠓⠞ ⠽⠑⠇⠇⠕⠺ ⠙⠗⠑⠁⠍
smile wish come night walk dream good you,⠎⠍⠊⠇⠑ ⠺⠊⠎⠓ ⠉⠕⠍⠑ ⠝⠊⠛⠓⠞ ⠺⠁⠇⠅ ⠙⠗⠑⠁⠍ ⠛⠕⠕⠙ ⠽⠕⠥
how stay send dark hate world sad,⠓⠕⠺ ⠎⠞⠁⠽ ⠎⠑⠝⠙ ⠙⠁⠗⠅ ⠓⠁⠞⠑ ⠺⠕⠗⠇⠙ ⠎⠁⠙
touch night green black see,⠞⠕⠥⠉⠓ ⠝⠊⠛⠓⠞ ⠛⠗⠑⠑⠝ ⠃⠇⠁⠉⠅ ⠎⠑⠑
blue how see fast,⠃⠇⠥⠑ ⠓⠕⠺ ⠎⠑⠑ ⠋⠁⠎⠞
you how walk happy,⠽⠕⠥ ⠓⠕⠺ ⠺⠁⠇⠅ ⠓⠁⠏⠏⠽
open think dark bring jump,⠕⠏⠑⠝ ⠞⠓⠊⠝⠅ ⠙⠁⠗⠅ ⠃⠗⠊⠝⠛ ⠚⠥⠍⠏
close black white hate are slow sad hate,⠉⠇⠕⠎⠑ ⠃⠇⠁⠉⠅ ⠺⠓⠊⠞⠑ ⠓⠁⠞⠑ ⠁⠗⠑ ⠎⠇⠕⠺ ⠎⠁⠙ ⠓⠁⠞⠑
stand go smile jump bright laugh,⠎⠞⠁⠝⠙ ⠛⠕ ⠎⠍⠊⠇⠑ ⠚⠥⠍⠏ ⠃⠗⠊⠛⠓⠞ ⠇⠁⠥⠛⠓
are bright dark open jump world hate,⠁⠗⠑ ⠃⠗⠊⠛⠓⠞ ⠙⠁⠗⠅ ⠕⠏⠑⠝ ⠚⠥⠍⠏ ⠺⠕⠗⠇⠙ ⠓⠁⠞⠑
dream stay bring good fast sad jump dark,⠙⠗⠑⠁⠍ ⠎⠞⠁⠽ ⠃⠗⠊⠝⠛ ⠛⠕⠕⠙ ⠋⠁⠎⠞ ⠎⠁⠙ ⠚⠥⠍⠏ ⠙⠁⠗⠅
open bright feel hate you think see,⠕⠏⠑⠝ ⠃⠗⠊⠛⠓⠞ ⠋⠑⠑⠇ ⠓⠁⠞⠑ ⠽⠕⠥ ⠞⠓⠊⠝⠅ ⠎⠑⠑
fast blue sad hello,⠋⠁⠎⠞ ⠃⠇⠥⠑ ⠎⠁⠙ ⠓⠑⠇⠇⠕
see read think stay world laugh yellow,⠎⠑⠑ ⠗⠑⠁⠙ ⠞⠓⠊⠝⠅ ⠎⠞⠁⠽ ⠺⠕⠗⠇⠙ ⠇⠁⠥⠛⠓ ⠽⠑⠇⠇⠕⠺
read happy hate night write how go bright,⠗⠑⠁⠙ ⠓⠁⠏⠏⠽ ⠓⠁⠞⠑ ⠝⠊⠛⠓⠞ ⠺⠗⠊⠞⠑ ⠓⠕⠺ ⠛⠕ ⠃⠗⠊⠛⠓⠞
write morning wish bring yellow sad fast sad,⠺⠗⠊⠞⠑ ⠍⠕⠗⠝⠊⠝⠛ ⠺⠊⠎⠓ ⠃⠗⠊⠝⠛ ⠽⠑⠇⠇⠕⠺ ⠎⠁⠙ ⠋⠁⠎⠞ ⠎⠁⠙
run send today you slow think,⠗⠥⠝ ⠎⠑⠝⠙ ⠞⠕⠙⠁⠽ ⠽⠕⠥ ⠎⠇⠕⠺ ⠞⠓⠊⠝⠅
dream take yellow fast send wish today write,⠙⠗⠑⠁⠍ ⠞⠁⠅⠑ ⠽⠑⠇⠇⠕⠺ ⠋⠁⠎⠞ ⠎⠑⠝⠙ ⠺⠊⠎⠓ ⠞⠕⠙⠁⠽ ⠺⠗⠊⠞⠑
today take hold black yellow how,⠞⠕⠙⠁⠽ ⠞⠁⠅⠑ ⠓⠕⠇⠙ ⠃⠇⠁⠉⠅ ⠽⠑⠇⠇⠕⠺ ⠓⠕⠺
bring take fast go laugh,⠃⠗⠊⠝⠛ ⠞⠁⠅⠑ ⠋⠁⠎⠞ ⠛⠕ ⠇⠁⠥⠛⠓
stand dark black world open wish are,⠎⠞⠁⠝⠙ ⠙⠁⠗⠅ ⠃⠇⠁⠉⠅ ⠺⠕⠗⠇⠙ ⠕⠏⠑⠝ ⠺⠊⠎⠓ ⠁⠗⠑
happy see red sad hold,⠓⠁⠏⠏⠽ ⠎⠑⠑ ⠗⠑⠙ ⠎⠁⠙ ⠓⠕⠇⠙
morning take give send give love yellow walk,⠍⠕⠗⠝⠊⠝⠛ ⠞⠁⠅⠑ ⠛⠊⠧⠑ ⠎⠑⠝⠙ ⠛⠊⠧⠑ ⠇⠕⠧⠑ ⠽⠑⠇⠇⠕⠺ ⠺⠁⠇⠅
you laugh blue run take,⠽⠕⠥ ⠇⠁⠥⠛⠓ ⠃⠇⠥⠑ ⠗⠥⠝ ⠞⠁⠅⠑
happy read see red take,⠓⠁⠏⠏⠽ ⠗⠑⠁⠙ ⠎⠑⠑ ⠗⠑⠙ ⠞⠁⠅⠑
yellow give today stand stand write come,⠽⠑⠇⠇⠕⠺ ⠛⠊⠧⠑ ⠞⠕⠙⠁⠽ ⠎⠞⠁⠝⠙ ⠎⠞⠁⠝⠙ ⠺⠗⠊⠞⠑ ⠉⠕⠍⠑
send read bright stand open stay,⠎⠑⠝⠙ ⠗⠑⠁⠙ ⠃⠗⠊⠛⠓⠞ ⠎⠞⠁⠝⠙ ⠕⠏⠑⠝ ⠎⠞⠁⠽
jump you bright bring hate hold,⠚⠥⠍⠏ ⠽⠕⠥ ⠃⠗⠊⠛⠓⠞ ⠃⠗⠊⠝⠛ ⠓⠁⠞⠑ ⠓⠕⠇⠙
morning white morning morning,⠍⠕⠗⠝⠊⠝⠛ ⠺⠓⠊⠞⠑ ⠍⠕⠗⠝⠊⠝⠛ ⠍⠕⠗⠝⠊⠝⠛
stay today bright come blue slow see good,⠎⠞⠁⠽ ⠞⠕⠙⠁⠽ ⠃⠗⠊⠛⠓⠞ ⠉⠕⠍⠑ ⠃⠇⠥⠑ ⠎⠇⠕⠺ ⠎⠑⠑ ⠛⠕⠕⠙
open open are sad slow good yellow,⠕⠏⠑⠝ ⠕⠏⠑⠝ ⠁⠗⠑ ⠎⠁⠙ ⠎⠇⠕⠺ ⠛⠕⠕⠙ ⠽⠑⠇⠇⠕⠺
you blue love yellow,⠽⠕⠥ ⠃⠇⠥⠑ ⠇⠕⠧⠑ ⠽⠑⠇⠇⠕⠺
laugh see dark sad wish green stand,⠇⠁⠥⠛⠓ ⠎⠑⠑ ⠙⠁⠗⠅ ⠎⠁⠙ ⠺⠊⠎⠓ ⠛⠗⠑⠑⠝ ⠎⠞⠁⠝⠙
white read go close see yellow wish,⠺⠓⠊⠞⠑ ⠗⠑⠁⠙ ⠛⠕ ⠉⠇⠕⠎⠑ ⠎⠑⠑ ⠽⠑⠇⠇⠕⠺ ⠺⠊⠎⠓
smile yellow see send,⠎⠍⠊⠇⠑ ⠽⠑⠇⠇⠕⠺ ⠎⠑⠑ ⠎⠑⠝⠙
